,train,val,test
0,normal_002,test_129,normal_020
1,normal_003,normal_095,normal_105
2,normal_004,normal_069,normal_052
3,normal_005,test_037,normal_058
4,normal_006,normal_138,normal_024
5,normal_008,patient_061_node_0,patient_004_node_0
6,normal_009,patient_061_node_1,patient_004_node_1
7,normal_010,patient_061_node_2,patient_004_node_2
8,normal_011,patient_061_node_3,patient_004_node_3
9,normal_012,patient_061_node_4,patient_004_node_4
10,normal_013,test_080,test_098
11,normal_015,patient_057_node_0,test_063
12,normal_016,patient_057_node_1,normal_133
13,normal_017,patient_057_node_2,normal_143
14,normal_018,patient_057_node_3,test_015
15,normal_019,patient_057_node_4,normal_146
16,normal_021,normal_023,test_067
17,normal_022,patient_005_node_0,test_096
18,normal_025,patient_005_node_1,test_115
19,normal_026,patient_005_node_2,test_130
20,normal_027,patient_005_node_3,normal_073
21,normal_028,patient_005_node_4,normal_106
22,normal_029,normal_014,patient_047_node_0
23,normal_030,test_042,patient_047_node_1
24,normal_031,patient_068_node_0,patient_047_node_2
25,normal_032,patient_068_node_1,patient_047_node_3
26,normal_033,patient_068_node_2,patient_047_node_4
27,normal_034,patient_068_node_3,patient_026_node_0
28,normal_035,patient_068_node_4,patient_026_node_1
29,normal_036,test_023,patient_026_node_2
30,normal_037,test_106,patient_026_node_3
31,normal_038,normal_053,patient_026_node_4
32,normal_039,normal_119,test_003
33,normal_040,test_006,normal_104
34,normal_041,patient_017_node_0,test_056
35,normal_042,patient_017_node_1,test_060
36,normal_043,patient_017_node_2,normal_075
37,normal_044,patient_017_node_3,normal_094
38,normal_045,patient_017_node_4,normal_096
39,normal_046,normal_056,test_072
40,normal_047,normal_082,test_100
41,normal_048,patient_075_node_0,normal_001
42,normal_049,patient_075_node_1,normal_123
43,normal_050,patient_075_node_2,tumor_093
44,normal_051,patient_075_node_3,patient_060_node_0
45,normal_054,patient_075_node_4,patient_060_node_1
46,normal_057,normal_055,patient_060_node_2
47,normal_059,test_036,patient_060_node_3
48,normal_060,patient_046_node_0,patient_060_node_4
49,normal_061,patient_046_node_1,tumor_026
50,normal_062,patient_046_node_2,tumor_075
51,normal_063,patient_046_node_3,tumor_063
52,normal_064,patient_046_node_4,tumor_071
53,normal_065,normal_147,tumor_060
54,normal_066,patient_053_node_0,tumor_110
55,normal_067,patient_053_node_1,tumor_104
56,normal_068,patient_053_node_2,test_004
